price,sqft_above,sqft_basement,view,yr_renovated,sqft_lot,waterfront
250000.0,1230,0,0,2001,10350,0
255000.0,2070,0,0,0,7800,0
840000.0,1670,1260,3,2012,11562,0
190000.0,1090,0,0,2011,8520,0
349950.0,1400,0,0,2000,7066,0
613000.0,1550,0,0,2004,4815,0
300000.0,1220,0,0,2009,13000,0
455000.0,1470,400,0,0,7344,0
335000.0,2150,0,0,0,30476,0
197500.0,980,0,0,2005,3090,0
412500.0,1490,0,0,0,8475,0
395300.0,1120,0,0,2005,7000,0
342400.0,1180,0,0,0,9630,0
749400.0,3240,0,0,0,20301,0
316500.0,2150,0,0,0,6807,0
390000.0,2240,0,0,0,10800,0
225000.0,1150,250,0,2014,7384,0
550000.0,1980,0,0,0,40887,0
280000.0,1330,0,0,1989,20562,0
1255000.0,3200,0,0,0,7535,0
575000.0,1090,400,0,0,6000,0
1000000.0,2900,1020,0,2009,16258,0
585000.0,2000,0,0,0,3750,0
620000.0,2680,0,0,0,9185,0
204700.0,1670,0,0,2011,9987,0
695000.0,3150,0,0,0,9130,0
689900.0,2060,680,0,0,7266,0
375000.0,1250,640,0,2001,8000,0
475000.0,1520,1350,0,2004,29699,0
215000.0,1160,0,0,0,10384,0
2100000.0,3550,0,0,2002,19865,0
790000.0,1350,440,2,1996,6117,0
350000.0,1070,610,0,2001,250470,0
695000.0,3800,760,0,0,17622,0
263000.0,1590,0,0,0,7748,0
400000.0,1630,0,0,0,10304,0
525000.0,2700,0,0,0,7434,0
349950.0,1700,0,0,0,7496,0
1085000.0,2000,1740,0,2000,12080,0
744000.0,1980,0,0,2005,5352,0
312500.0,880,0,0,2001,6345,0
240000.0,700,700,0,1994,6200,0
495000.0,1210,840,0,0,4000,0
580050.0,2360,0,3,0,4638,0
640000.0,1890,670,0,1988,7798,0
417000.0,1340,0,0,0,10224,0
174950.0,1060,0,0,0,5200,0
295000.0,850,0,0,0,2500,0
423000.0,1010,870,0,0,7303,0
839000.0,1230,0,0,1990,12305,0
343000.0,1340,950,0,2012,10290,0
467000.0,1000,660,0,0,6582,0
512500.0,1840,0,0,0,2875,0
575000.0,1600,1420,0,2014,17810,0
465000.0,1410,0,0,2013,6886,0
270000.0,1010,0,0,2010,9514,0
340000.0,980,980,0,1994,8136,0
765000.0,3190,390,0,0,14275,0
497000.0,2240,0,0,0,7200,0
803100.0,3310,0,0,2003,5404,0
344000.0,1232,0,0,0,1130,0
828950.0,2820,1110,1,1923,5680,0
386380.0,1720,0,0,0,3600,0
312000.0,1220,270,0,0,974,0
720000.0,3150,0,0,0,151588,0
914500.0,3950,0,0,1923,10856,0
819995.0,3030,0,0,1923,10335,0
252700.0,1070,0,0,0,9643,0
437500.0,2320,0,2,0,36847,0
350000.0,700,0,0,1999,5100,0
619000.0,2720,0,0,0,6439,0
408200.0,1800,0,0,0,5761,0
451000.0,1000,560,2,2003,4049,0
317000.0,1060,700,0,0,11410,0
799000.0,2370,750,0,0,5000,0
720000.0,1700,320,3,1988,7200,0
490000.0,1450,0,0,2003,2400,0
239900.0,1120,740,0,2014,7000,0
446000.0,1290,980,0,2004,7800,0
275000.0,1480,0,0,2000,15639,0
239950.0,1460,0,0,1998,6032,0
248000.0,1130,720,0,0,6519,0
619500.0,2170,0,0,0,5000,0
363750.0,1726,0,0,2011,197326,0
385000.0,940,240,0,0,10541,0
370000.0,900,470,0,2002,9957,0
425000.0,2670,0,0,0,13218,0
342000.0,720,540,0,0,6826,0
345000.0,1980,0,0,2003,7991,0
724800.0,1180,870,0,2001,3933,0
725000.0,2830,0,0,0,5310,0
605000.0,910,0,0,1989,3600,0
350000.0,2440,0,0,0,4000,0
785000.0,1100,1080,0,0,5440,0
250000.0,950,950,0,0,6660,0
565000.0,1520,0,0,1923,1221,0
875000.0,1220,1000,2,1988,6641,0
862500.0,3280,0,0,0,24440,0
400000.0,2740,0,4,2013,83199,0
282613.0,830,0,0,1979,6017,0
174500.0,1010,0,0,2005,5200,0
306500.0,1560,500,0,2000,38377,0
445000.0,1990,0,0,0,7340,0
433000.0,2280,0,0,0,7568,0
306000.0,1870,0,0,0,5874,0
620000.0,1450,270,0,0,4000,0
245000.0,870,0,0,1994,6150,0
238000.0,720,300,0,2003,1204,0
523000.0,1260,0,0,0,3135,0
522500.0,2370,0,0,0,7875,0
180000.0,1000,0,0,1996,18513,0
375000.0,940,160,0,0,1751,0
249000.0,940,500,0,0,7673,0
730100.0,3120,0,0,0,14300,0
551000.0,2260,0,0,2009,9604,0
375000.0,2790,0,0,0,7956,0
540000.0,1140,0,0,1979,6700,0
605000.0,1290,0,0,0,2500,0
205000.0,1050,680,0,2000,5200,0
645000.0,3160,0,0,2009,11380,0
314000.0,2340,0,0,0,8990,0
330000.0,1170,0,0,2001,4950,0
490000.0,1160,0,0,0,5000,0
445000.0,1970,0,0,0,24318,0
2000000.0,3940,2550,3,0,10862,0
377500.0,1290,120,0,0,1377,0
480000.0,2430,0,0,0,5000,0
804995.0,3360,0,0,0,5402,0
341000.0,1180,300,0,1912,1663,0
675000.0,3200,0,0,0,6455,0
611000.0,2134,0,0,0,1984,0
379950.0,1860,0,0,0,1787,0
1270000.0,3570,1950,3,0,8313,0
500000.0,1160,150,0,0,1500,0
410000.0,890,810,0,0,4250,0
415000.0,2480,0,0,0,8342,0
297000.0,1970,0,0,0,8605,0
575550.0,1440,620,0,0,7475,0
534640.0,1210,920,0,0,3500,0
352500.0,1170,240,2,2000,14110,0
488000.0,780,580,0,0,4688,0
732000.0,1940,0,0,0,55756,0
215000.0,1610,0,0,0,2040,0
592500.0,1420,0,2,1970,9191,0
290000.0,1700,0,0,0,7280,0
475000.0,860,630,0,0,3825,0
320000.0,2680,0,0,2009,7757,0
1216000.0,1680,1510,3,0,8684,0
290000.0,2120,0,0,0,7700,0
487250.0,1550,140,0,0,3250,0
339000.0,1830,0,0,0,8601,0
440000.0,1010,0,0,0,1968,0
366500.0,1120,950,0,0,9300,0
462000.0,1410,300,0,1954,4500,0
560000.0,1260,400,0,2010,4690,0
285000.0,1040,1040,0,2009,13629,0
280000.0,1270,0,0,0,9675,0
210000.0,1080,0,0,1999,21043,0
690000.0,1610,0,0,0,5100,0
256500.0,1120,0,0,0,9912,0
411000.0,2500,0,0,1963,5257,0
215000.0,970,0,0,0,7275,0
762000.0,2140,1230,0,0,5000,0
359950.0,1290,0,0,2001,189486,0
480000.0,3370,0,3,0,435600,0
1405000.0,3410,0,0,0,10769,0
390000.0,2490,0,0,0,8290,0
413500.0,770,0,0,1956,4000,0
285000.0,810,0,0,2011,3211,0
475000.0,1700,1360,0,0,10043,0
386591.0,1150,540,0,0,1613,0
524950.0,1290,600,0,0,3825,0
241000.0,1470,0,0,0,3128,0
461000.0,1060,0,0,2003,7193,0
810000.0,3480,0,0,2000,59242,0
885000.0,1550,1180,0,2007,3560,0
247000.0,1580,0,0,0,7941,0
296500.0,1380,790,0,2000,7900,0
141800.0,930,0,0,1982,4743,0
333000.0,1580,0,0,0,7800,0
602000.0,3290,0,0,2013,11900,0
565000.0,2110,0,0,0,10698,0
373000.0,1670,0,0,0,3565,0
588000.0,1190,840,0,0,7350,0
485000.0,1370,130,0,2003,4100,0
482500.0,980,470,0,0,1445,0
251200.0,1060,250,0,0,8250,0
869000.0,2880,1300,0,0,49222,0
464000.0,1630,0,0,2011,28600,0
755000.0,2660,0,0,0,10452,0
280000.0,1720,0,0,0,1916,0
485000.0,1260,0,0,2003,1240,0
305000.0,1610,0,0,2013,12247,0
110700.0,680,0,0,1994,8064,0
850000.0,2640,0,2,1998,5900,0
350000.0,1640,0,0,0,7200,0
319950.0,1650,660,0,1992,8045,0
700000.0,1230,780,0,0,4905,0
368000.0,830,830,0,0,4680,0
433500.0,2200,0,0,0,3360,0
611000.0,2460,0,0,2006,4200,0
1000000.0,2430,0,4,1994,23400,0
307000.0,1370,0,0,2012,7500,0
442500.0,1800,0,0,2011,10200,0
485000.0,2200,0,2,1988,7706,0
367000.0,700,0,0,2010,2334,0
429000.0,1920,0,0,0,15124,0
446000.0,1370,820,0,0,12687,0
572500.0,1500,530,0,0,9791,0
477000.0,1350,0,0,0,2053,0
518000.0,1380,300,0,0,2096,0
462000.0,1250,0,0,0,10530,0
1190000.0,1270,970,0,1945,6000,0
137000.0,950,0,0,2005,7620,0
530000.0,2060,260,0,0,3174,0
818000.0,2380,0,2,0,9374,0
640000.0,1540,0,0,0,958,0
298450.0,1200,900,0,0,9752,0
575000.0,2500,0,0,1923,4945,0
730000.0,3230,0,0,2003,7331,0
551000.0,2830,0,0,0,5802,0
271310.0,870,0,0,0,5340,0
675000.0,2690,0,0,1999,28300,0
479000.0,1260,0,0,0,889,0
520000.0,2040,640,0,2014,10000,0
599950.0,2660,0,0,0,4975,0
483945.0,840,640,0,1999,5120,0
390000.0,1190,580,0,0,33132,0
192500.0,950,0,0,2003,7692,0
330000.0,860,0,0,0,8308,0
250000.0,1160,800,0,0,7560,0
243000.0,960,810,0,0,5522,0
575000.0,860,420,0,2003,6060,0
639000.0,2150,0,0,2011,12028,0
710000.0,1040,750,0,0,4000,0
675000.0,1990,0,0,0,10260,0
405000.0,2430,0,0,0,4781,0
615000.0,1860,960,0,1993,13193,0
490000.0,1010,900,0,1989,8190,0
467000.0,1040,230,0,0,1213,0
480000.0,1180,870,0,0,3960,0
755000.0,1270,880,0,2008,4505,0
760000.0,1630,820,2,0,13300,0
387000.0,960,270,0,1912,1280,0
925000.0,2260,0,0,0,41984,0
415000.0,1050,0,0,0,60113,0
263000.0,1570,0,0,0,7775,0
519900.0,1820,0,0,0,9350,0
570000.0,1190,350,0,0,4025,0
450000.0,2060,0,0,0,44866,0
1300000.0,4380,0,0,0,74052,0
300000.0,1090,0,0,2009,9900,0
320000.0,1480,0,0,0,7225,0
387500.0,1320,0,0,0,4440,0
458000.0,1470,670,0,0,10350,0
1212500.0,2230,2330,3,0,16643,0
380000.0,2800,0,0,0,9764,0
200000.0,1050,0,0,0,5000,0
385000.0,1490,0,0,0,9630,0
396675.0,1730,0,0,0,6375,0
452000.0,1210,0,0,2005,3760,0
426000.0,2800,0,0,2003,8494,0
792000.0,1570,0,0,0,1050,0
315000.0,1140,260,0,0,31626,0
1275000.0,1450,1400,4,0,7861,0
326000.0,1880,0,0,0,7200,0
268500.0,790,0,0,1983,8424,0
440000.0,1300,0,0,1994,4000,0
300000.0,1060,1060,0,0,7735,0
525000.0,1540,0,0,2009,4773,0
978000.0,1720,900,2,1993,13777,0
1125000.0,2180,700,0,1985,3192,0
700000.0,1680,0,0,2000,4021,0
315000.0,790,0,0,1984,6969,0
309000.0,1092,0,0,0,7500,0
219950.0,1090,560,0,2011,9936,0
289000.0,2090,0,0,0,4700,0
210000.0,1180,1000,0,2005,28710,0
260000.0,1990,0,0,0,6671,0
699000.0,2650,0,0,0,7945,0
1800000.0,2550,1910,0,1994,16953,0
299950.0,740,170,0,1983,8000,0
749950.0,2770,0,2,0,10773,0
1100000.0,2390,0,1,0,6888,0
555000.0,3050,0,0,0,158558,0
384000.0,1700,0,0,0,4000,0
499950.0,3200,0,0,0,43560,0
430000.0,1200,0,0,0,4500,0
350000.0,2220,0,0,0,6953,0
620000.0,2480,0,0,2003,9041,0
765000.0,1760,800,0,1992,12100,0
250000.0,1500,1000,0,2001,6300,0
376000.0,1150,0,0,2012,4000,0
475000.0,1150,500,0,1983,7775,0
120750.0,1140,0,0,0,9628,0
1690000.0,1820,1580,2,0,8965,0
330000.0,1180,0,0,0,43124,0
619500.0,1700,0,0,0,4105,0
345000.0,1240,0,0,1979,11200,0
598000.0,2890,0,0,2004,12478,0
335000.0,1060,0,0,0,10050,0
372500.0,1590,0,0,0,10523,0
300000.0,2860,0,0,0,5682,0
194000.0,760,60,0,0,1060,0
507500.0,1020,1000,0,2008,8118,0
325000.0,1170,700,0,0,9680,0
329900.0,2170,0,0,2003,4905,0
329000.0,830,770,0,2011,6765,0
494000.0,1250,840,0,1968,4300,0
206000.0,1700,0,0,0,6025,0
423000.0,970,970,0,1998,6909,0
259000.0,1320,0,0,2001,8625,0
879950.0,1830,1670,4,0,13875,0
345600.0,2800,0,0,2005,5120,0
395000.0,1080,0,0,0,2940,0
625000.0,3550,0,0,0,8048,0
439000.0,1510,500,0,0,251341,0
380000.0,1380,310,0,0,1468,0
440000.0,1270,0,0,0,1443,0
415000.0,1680,290,0,0,2377,0
860000.0,3160,0,0,0,8097,0
500000.0,1210,0,0,0,1200,0
953007.0,2480,640,0,0,5086,0
515000.0,2670,0,0,0,8765,0
772000.0,1640,0,0,0,1204,0
329995.0,2303,0,0,1923,3680,0
409316.0,1800,0,0,0,3168,0
490000.0,3280,1180,2,1923,2975,0
305000.0,1220,370,0,0,2656,0
785000.0,2190,880,0,0,4684,0
240000.0,1330,0,0,0,7200,0
325000.0,990,0,0,1988,6750,0
535800.0,1900,0,0,0,5790,0
720000.0,2020,0,3,0,1159,0
374000.0,2000,0,0,2001,9416,0
189650.0,1100,0,0,0,7600,0
420850.0,960,0,0,0,40946,0
815000.0,3488,0,0,2006,9614,0
1065000.0,1890,0,0,2000,9466,0
199000.0,2030,0,0,2005,8120,0
195000.0,990,390,0,2013,7350,0
1506000.0,3360,300,0,1995,5800,0
288400.0,1870,0,0,0,3230,0
442000.0,1220,860,0,0,12007,0
619420.0,2450,0,0,0,14803,0
635000.0,1500,1250,0,0,6180,0
210000.0,1240,0,0,0,4842,0
512500.0,1900,0,0,2009,7604,0
567000.0,2540,0,0,0,6093,0
525000.0,1510,590,0,2006,10362,0
475000.0,840,950,2,1989,2250,0
250000.0,1170,0,0,0,7258,0
220000.0,1060,0,2,0,9126,0
230000.0,1930,0,0,1969,6120,0
385500.0,1120,420,0,2004,7947,0
895000.0,1970,906,2,0,13927,0
368250.0,2150,0,0,2000,7484,0
249900.0,1140,0,0,2012,5500,0
350000.0,980,0,0,0,7790,0
175000.0,1230,0,0,0,13056,0
270000.0,860,530,0,2000,10905,0
495000.0,1670,710,3,0,6250,0
1580000.0,3690,0,0,0,7200,0
542500.0,2010,1000,0,0,1074218,0
330000.0,1250,0,0,2010,9126,0
1003000.0,2170,120,0,1993,6120,0
299800.0,790,0,0,1968,5240,0
299900.0,2720,0,0,0,6014,0
691000.0,1700,850,0,2002,8632,0
195000.0,1080,0,0,0,3899,0
405000.0,1570,900,1,0,9620,0
360000.0,550,300,2,1988,7710,0
256750.0,1570,420,0,2010,8991,0
332500.0,1800,0,0,0,10500,0
975000.0,4850,0,0,2004,36450,0
218000.0,1020,0,0,2001,7874,0
429000.0,1860,560,0,0,49928,0
589000.0,2910,0,2,2006,5776,0
255000.0,1060,0,0,2013,9039,0
668750.0,1590,750,2,2000,6420,0
344500.0,1050,750,0,0,5453,0
452000.0,850,810,0,2010,6150,0
540000.0,1300,0,0,2009,62290,0
246000.0,1780,0,0,0,23819,0
535000.0,920,110,0,1969,4841,0
970000.0,1130,1660,3,2013,5420,0
430000.0,1150,0,0,0,3000,0
520000.0,3290,0,0,0,11446,0
712000.0,3400,0,0,0,247421,0
450000.0,1070,130,0,1996,4000,0
220000.0,2160,0,0,0,8005,0
525000.0,950,500,1,0,4000,0
1220000.0,2060,1180,0,0,3600,0
540000.0,1000,470,0,0,1691,0
600000.0,2360,0,0,0,5226,0
600000.0,2230,0,0,0,9053,0
625000.0,2630,0,0,0,48706,0
150000.0,1010,0,0,1963,25000,0
389999.0,1300,145,0,0,1471,0
285000.0,1320,1060,0,1974,6000,0
744000.0,2830,0,0,2006,13059,0
700000.0,3010,0,0,0,46173,0
318989.0,2000,0,0,2000,9000,0
556000.0,2020,0,0,2006,3600,0
275000.0,2030,0,0,0,6326,0
430000.0,2550,0,0,0,11160,0
300000.0,970,0,0,1998,13700,0
396450.0,1540,0,0,0,12446,0
225000.0,1396,0,0,1997,111949,0
700000.0,2780,0,0,0,7875,0
260000.0,2220,0,0,2004,8797,0
655000.0,1670,680,3,0,13402,0
1185000.0,2760,0,0,0,40946,0
1550000.0,4460,0,0,0,26027,0
413800.0,1440,0,0,0,4421,0
950000.0,3570,1760,2,0,6000,0
334990.0,2220,0,0,0,4228,0
2700000.0,3745,1560,2,0,8401,0
1030000.0,3700,180,3,0,13095,0
1130000.0,2680,1130,1,0,8519,0
556000.0,1600,360,0,0,1168,0
360000.0,1530,0,0,0,1131,0
480000.0,3250,0,0,0,34293,0
324000.0,1750,0,0,0,7208,0
1050000.0,3440,0,0,2009,35021,0
275000.0,880,290,0,0,14149,0
180000.0,870,0,0,2014,5330,0
749000.0,2930,0,0,2006,18199,0
1600000.0,1820,1340,2,0,12824,0
373500.0,800,0,0,0,3330,0
770000.0,2350,0,0,0,8001,0
356000.0,1060,0,0,2004,16470,0
625000.0,1350,710,0,0,12558,0
494400.0,780,780,0,0,1750,0
585000.0,1500,1500,3,2005,42200,0
926300.0,1660,0,0,1983,4800,0
600000.0,1040,610,0,0,5100,0
430000.0,2450,770,0,2009,8936,0
307000.0,2320,0,0,0,7500,0
604700.0,1720,1030,3,2013,14982,0
219900.0,910,0,0,0,6000,0
270000.0,840,0,0,0,867,0
432000.0,1090,380,0,0,1578,0
300000.0,2040,0,0,0,10812,0
361000.0,1100,0,4,0,4046,0
249950.0,940,0,0,0,8532,0
320000.0,1110,0,0,0,10500,0
305000.0,1400,800,0,0,8100,0
503000.0,1510,1350,4,2003,59612,1
235750.0,740,0,0,0,11250,0
657000.0,1370,1370,2,2005,8520,0
385000.0,1250,0,0,0,7300,0
389950.0,3140,0,0,0,8060,0
150000.0,820,0,0,2005,10270,0
254500.0,1720,850,0,2006,7264,0
555000.0,1430,920,0,0,8140,0
1075000.0,2100,1500,4,1992,9200,0
245000.0,1040,540,0,2011,8000,0
319950.0,1070,0,2,0,5824,0
337000.0,1070,0,0,0,6109,0
492000.0,1640,0,0,1983,5000,0
1170000.0,2830,60,3,0,12130,0
348580.0,1220,0,0,1963,7876,0
180000.0,900,500,0,2008,4500,0
400000.0,1040,0,0,1999,6250,0
295000.0,980,0,0,0,10640,0
910000.0,2240,1100,0,2000,10890,0
1150000.0,4100,1940,0,0,219542,0
431500.0,1430,470,0,0,1612,0
180000.0,1020,720,0,2003,7292,0
677000.0,1100,900,0,0,3207,0
1180500.0,1090,520,0,2013,7200,0
635700.0,1860,1380,0,2004,13978,0
482000.0,1320,910,0,0,9600,0
168000.0,1160,0,0,2006,2174,0
805000.0,1410,1000,0,0,6000,0
398000.0,590,0,0,2009,10945,0
665000.0,2600,0,0,0,17388,0
592500.0,1370,800,0,0,8240,0
940000.0,2080,0,0,2000,4000,0
655000.0,2860,0,0,0,12394,0
622500.0,2980,0,0,0,8107,0
380000.0,1060,170,0,0,987,0
648360.0,1130,1130,1,1988,7005,0
432000.0,1100,1100,0,0,14925,0
1050000.0,3030,0,0,0,12590,0
353250.0,1060,0,0,2014,1600,0
1000000.0,4260,0,0,0,18687,0
320000.0,798,200,0,0,844,0
349900.0,2052,0,0,0,3723,0
330000.0,3150,0,0,0,6202,0
408000.0,1950,0,0,0,7221,0
321000.0,1347,0,0,0,1292,0
1051000.0,3860,0,0,0,5474,0
2150000.0,5060,0,0,0,10320,0
359000.0,1360,0,0,0,885,0
300000.0,2760,0,0,0,6000,0
380000.0,2420,0,0,1923,4670,0
660000.0,2450,0,0,0,4332,0
355000.0,1280,0,0,0,959,0
259000.0,1550,0,0,0,3569,0
353000.0,550,0,0,0,1279,0
430000.0,1240,280,0,0,1588,0
460000.0,1170,500,0,1989,4005,0
80000.0,430,0,0,0,5050,0
782000.0,2380,0,0,0,9614,0
218000.0,960,0,0,0,9633,0
325000.0,1120,800,2,2008,6862,0
980000.0,2060,1620,3,2011,5854,0
902000.0,1570,960,0,0,9200,0
556000.0,3840,0,0,0,16905,0
662990.0,1240,0,0,0,3600,0
225000.0,1300,0,0,0,11867,0
439950.0,2380,0,0,0,12067,0
175000.0,1300,0,0,0,44431,0
306000.0,780,0,0,1989,13500,0
235000.0,1230,580,0,2014,39639,0
399500.0,2420,0,0,1986,12676,0
478000.0,1280,0,0,2014,2580,0
515000.0,1140,540,0,1998,6500,0
550000.0,2510,0,0,0,5400,0
149000.0,1700,0,0,2005,8645,0
526000.0,960,720,0,0,3420,0
527550.0,820,0,0,0,59677,0
1050000.0,4380,0,0,0,42769,0
625000.0,2600,0,0,0,10092,0
950000.0,3400,0,0,0,7452,0
377691.0,1320,800,0,1982,8399,0
648475.0,1200,1050,0,1994,5700,0
383000.0,1200,600,0,1982,5612,0
535000.0,2210,0,0,0,7620,0
449950.0,1560,0,0,1982,4080,0
465425.0,2430,0,0,2011,20720,0
675000.0,2560,0,0,0,36601,0
599000.0,1410,550,0,0,2500,0
416000.0,1110,0,0,0,9762,0
595000.0,830,200,0,2011,4500,0
200000.0,1350,0,0,1963,11507,0
402000.0,1540,0,0,0,1827,0
433000.0,1010,820,0,0,9600,0
275000.0,1930,0,0,2014,15531,0
410000.0,1650,0,0,2009,9641,0
554820.0,2210,1300,2,1982,12905,0
1325000.0,1860,1510,3,2000,7920,0
735000.0,2390,0,0,0,9157,0
607000.0,1230,0,0,1999,8114,0
549900.0,2830,0,0,0,213879,0
258000.0,1310,310,0,2000,7540,0
661254.0,1690,600,0,0,6250,0
945000.0,1420,1420,0,2008,13367,0
799950.0,4220,0,0,0,196817,0
132500.0,1080,0,0,2011,10500,0
467100.0,1190,430,0,2013,8645,0
1610000.0,3060,1330,3,2009,11600,0
641000.0,940,680,0,0,3975,0
350000.0,1010,0,0,1988,11244,0
335000.0,1240,510,0,0,8476,0
900000.0,4080,0,3,0,217697,0
440000.0,1280,1280,0,0,10400,0
464600.0,1120,0,0,1968,5500,0
1200000.0,4740,0,0,0,172497,0
300000.0,1340,0,2,2012,7788,0
670500.0,1590,0,0,1994,6750,0
552000.0,1080,350,0,1985,5000,0
244000.0,1450,0,0,2002,8960,0
788600.0,3500,0,0,0,7200,0
445000.0,1630,0,0,2000,8702,0
530000.0,944,870,0,1999,5000,0
90000.0,580,0,0,2002,7500,0
585000.0,1670,0,0,0,4572,0
498000.0,1140,0,0,2009,8282,0
379000.0,800,0,2,1996,6380,0
462000.0,820,480,0,1934,2580,0
388000.0,2440,0,0,0,7155,0
255000.0,1490,0,0,0,8371,0
665000.0,1320,480,0,0,9550,0
550000.0,1830,0,0,0,9152,0
606000.0,1000,500,0,2012,3920,0
334000.0,1410,800,2,0,6080,0
360000.0,1270,0,0,0,1323,0
235000.0,1010,130,0,0,1730,0
580000.0,1470,150,4,0,1173,0
355000.0,1220,0,0,0,1186,0
375000.0,750,0,0,0,1430,0
372000.0,1340,620,0,0,9300,0
479000.0,1370,0,0,2011,3000,0
2000000.0,4580,0,4,2003,4443,1
1680000.0,5584,0,0,2006,68257,0
501000.0,1010,0,0,1956,4320,0
245000.0,1260,0,0,0,6908,0
496700.0,1740,0,0,0,5782,0
347000.0,2670,0,0,0,10026,0
199000.0,720,0,0,0,7200,0
440500.0,2460,0,0,0,4399,0
820000.0,3670,0,0,0,7000,0
325000.0,1640,990,3,0,3435,0
195000.0,1570,0,0,0,8459,0
675000.0,1820,1160,0,2013,28000,0
295000.0,1560,0,0,0,4200,0
355300.0,1620,0,0,0,7410,0
276000.0,1140,0,0,2012,5000,0
460000.0,1570,1160,0,1992,19877,0
880000.0,2130,0,0,0,35169,0
370000.0,1780,0,0,0,4050,0
346000.0,2100,0,0,0,3916,0
172500.0,1140,0,0,2002,8800,0
379950.0,1140,550,0,0,9144,0
468000.0,860,300,0,1982,6000,0
477000.0,1720,0,0,0,6270,0
529000.0,1210,0,0,0,3328,0
312000.0,1255,0,0,2003,1374,0
326100.0,880,0,0,1999,7683,0
360000.0,1050,0,0,2005,9206,0
438000.0,1650,0,0,2001,12940,0
360000.0,1570,0,0,2005,9467,0
1050000.0,1470,1450,3,2006,7200,0
688000.0,1970,1030,3,2014,4000,0
585000.0,1850,0,0,0,7735,0
265000.0,1000,440,0,0,7741,0
375000.0,1440,0,0,2013,8775,0
326500.0,1810,0,0,2014,12375,0
160000.0,1180,0,0,0,9350,0
1570000.0,2400,670,0,0,5850,0
735000.0,3390,0,0,2003,5211,0
400000.0,1470,0,0,0,6120,0
800000.0,1380,1300,0,2013,7200,0
949880.0,2290,0,0,0,10687,0
405000.0,1310,670,0,1985,8100,0
399000.0,2540,330,0,2014,9292,0
730001.0,1010,830,0,0,4750,0
1795000.0,4060,0,3,0,13000,0
260000.0,1630,0,0,0,8018,0
751750.0,1880,0,0,0,5400,0
325000.0,1780,0,0,0,13095,0
344950.0,1400,930,0,1998,6250,0
457500.0,1050,790,0,0,4030,0
389000.0,1190,1140,0,0,10750,0
515000.0,3200,0,0,0,6473,0
732000.0,1410,920,4,2003,1987,0
415000.0,1350,600,0,2000,8868,0
1655000.0,2300,780,3,2009,4815,0
535000.0,1040,0,0,1994,5527,0
540000.0,1960,0,0,2003,3565,0
525000.0,1750,1000,0,0,3800,0
570000.0,1930,0,0,2004,36210,0
569950.0,4850,0,0,0,40902,0
283200.0,1982,0,0,2003,6406,0
1100000.0,1750,890,0,0,4050,0
830000.0,1430,420,0,0,50662,0
495000.0,1430,510,0,0,9144,0
292050.0,1710,1130,0,0,7199,0
415000.0,1130,770,0,2004,10226,0
295832.0,960,450,0,0,6400,0
450000.0,2520,0,0,0,8515,0
1381000.0,3160,0,0,0,9525,0
857000.0,3720,0,0,0,29043,0
499950.0,1430,390,0,0,1501,0
465000.0,1560,0,0,0,8640,0
329000.0,1150,450,0,0,5952,0
475000.0,1230,0,0,0,11502,0
255000.0,960,0,0,2005,8100,0
435000.0,1270,0,2,1954,4000,0
685000.0,2810,0,0,0,7700,0
715000.0,2160,0,0,0,5581,0
780000.0,1560,960,0,2006,2152,0
345000.0,990,190,0,0,844,0
355000.0,1810,0,0,0,4970,0
282000.0,1240,440,0,0,15711,0
244000.0,910,0,0,0,5250,0
967500.0,2370,880,2,1999,5797,0
375000.0,1520,480,0,1993,7294,0
1600000.0,3790,0,4,0,19000,0
527500.0,1760,550,0,2004,78844,0
994000.0,1810,700,2,2002,6339,0
313000.0,1320,0,0,1985,6205,0
587000.0,2370,0,0,2014,217800,0
304000.0,900,0,0,0,7500,0
675000.0,2540,0,1,2001,7680,0
305000.0,1050,1050,0,0,9288,0
280000.0,920,280,0,2002,6250,0
960000.0,3720,0,0,0,15200,0
500000.0,1760,0,0,2000,4539,0
274950.0,1320,350,0,2000,7415,0
455600.0,2420,0,0,2006,8252,0
970000.0,3480,0,0,0,15185,0
312900.0,1630,0,0,0,4473,0
535000.0,2340,0,0,2013,5600,0
427000.0,920,0,0,2006,3780,0
405000.0,910,0,0,1999,6490,0
480000.0,1150,0,2,2002,4945,0
725000.0,1450,1050,2,1996,4774,0
293000.0,3250,0,2,2013,235063,0
268000.0,1030,900,0,0,6600,0
475000.0,2500,900,0,0,234352,0
488000.0,1590,0,0,0,2550,0
760000.0,3330,0,0,0,7399,0
1710000.0,4590,0,0,0,14685,0
754950.0,2610,0,0,0,7256,0
263900.0,1658,0,0,0,2700,0
460000.0,1240,360,0,0,1431,0
399950.0,1296,0,0,0,1051,0
370000.0,1080,200,0,0,835,0
1149000.0,4950,990,4,2003,11533,0
450800.0,2510,0,0,0,5311,0
627000.0,1650,1060,0,0,3475,0
495000.0,1750,0,0,1923,1548,0
310000.0,1430,0,0,0,19901,0
550000.0,930,730,0,0,34848,0
215000.0,1320,0,0,0,8865,0
799000.0,2580,0,0,0,209523,0
630000.0,2740,0,0,0,43101,0
267000.0,2495,0,0,0,4400,0
900000.0,2300,0,0,1985,24773,0
365000.0,1300,0,0,2008,12240,0
544500.0,1450,780,0,0,10414,0
599000.0,1010,1010,0,2014,2750,0
815000.0,2000,0,0,0,3800,0
254000.0,1060,0,0,0,8187,0
